Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2021 - Spring,PSYC480,"Death, Dying, and Grief",27,2
2021 - Spring,ES306,Narrating Genocide,28,2
2021 - Spring,ES245,Hip Hop and The Black Experien,28,2
2021 - Spring,ENGR333,Fluid Mechanics,28,2
2021 - Spring,ENGL225,Intro To Language Analysis,30,2
2021 - Spring,ART109,Beg Sculpture,31,2
2021 - Spring,CHEM325L,Organic Chemistry II Lab,32,2
2021 - Spring,ENGL320,Practical Criticism,33,2
2021 - Spring,CHEM325,Organic Chemistry II,33,2
2021 - Spring,CHEM438,Introductory Biochemistry,33,2
2021 - Spring,SOC482,Internship,34,2
2021 - Spring,FISH474,Genetic Applications Fish Mgmt,38,2
2021 - Spring,PSYC418,Developmental Psychopathology,38,2
2021 - Spring,PSCI306,Environmental Politics,39,2
2021 - Spring,SW355,Social Agency Experience,39,2
2021 - Spring,FOR331,Silvics-Fndtion of Silviclture,40,2
2021 - Spring,BA445,Marketing Communications,41,2
2021 - Spring,BA448,Consumer Behavior,41,2
2021 - Spring,KINS386,Structural Kinesiology,42,2
2021 - Spring,ART104J,Art In The United States,46,2
2021 - Spring,WLDF485,Senior Seminar Wildlife Mgmt,48,2
2021 - Spring,BIOL499,Directed Study,52,2
2021 - Spring,SP121S,Issues In Com. Volunteering,57,2
2021 - Spring,PHYX107,"Col Phyx,  Electromag, Mod Phy",62,2
2021 - Spring,BIOL412,General Bacteriology,64,2
2021 - Spring,SW351,Human Behavior and Social Env,64,2
2021 - Spring,BOT330,Plant Ecology,72,2
2021 - Spring,BA496,Strategic Management,80,2
2021 - Spring,MUS106B,University Singers,10,1
2021 - Spring,PSCI387,Int'l Education Colloquium,10,1
2021 - Spring,RS395,Senior Seminar,10,1
2021 - Spring,TA215,Acting 2-Principles of Voice,10,1
2021 - Spring,FREN106,French Level II,10,1
2021 - Spring,GEOL455,Geology Colloquium,10,1
2021 - Spring,GEOG472M,China and Tibet,11,1
2021 - Spring,HIST392,Imperialism,11,1
2021 - Spring,MUS349,"Music History,  1750 To Presen",11,1
2021 - Spring,ENGR453,Wastewater Treatment Engineer,11,1
2021 - Spring,ART348,Inter Jewelry and Small Metals,12,1
2021 - Spring,WS309B,Gender and Communication,12,1
2021 - Spring,MUS110,Fundamentals of Music,12,1
2021 - Spring,PHIL425,Philosophy of Science,12,1
2021 - Spring,PHYX325,Thermal Physics,12,1
2021 - Spring,COMM110,Intercollegiate Spch and Debat,13,1
2021 - Spring,HIST375B,Us Foreign Relations 1943-Pres,13,1
2021 - Spring,MUS315,Theory IV,13,1
2021 - Spring,MUS322,Music In The K-8 Classroom,13,1
2021 - Spring,TA221,Makeup For Stage and Screen,13,1
2021 - Spring,BIOL450,Cell Biology Lab,13,1
2021 - Spring,ART337,"Inter Photo,  Color",14,1
2021 - Spring,ART351,"Intermed Ceramics,   Low Fire",14,1
2021 - Spring,ES336,Multicultural Queer Narratives,14,1
2021 - Spring,ENGL461,Literary Magazines and Audienc,14,1
2021 - Spring,SOC492,Senior Project,14,1
2021 - Spring,ENGR410,Environ. Impact Assessment,14,1
2021 - Spring,PHYX441,Electricity and Magnetism I,14,1
2021 - Spring,REC383,Rescue Diver,14,1
2021 - Spring,MATH301,"Math and Cult, An Hist Perspct",15,1
2021 - Spring,PHYX361,Galaxies and Cosmology,15,1
2021 - Spring,CD257,Supervised Work W and  Childre,15,1
2021 - Spring,ART498S,Service Learning and Art Ed II,16,1
2021 - Spring,PSCI485,Senior Seminar In Poli Science,16,1
2021 - Spring,PSCI280,Core Discussion Seminar,16,1
2021 - Spring,ENGR448,River Hydraulics,16,1
2021 - Spring,BA304D,Business Psychology-Depth,16,1
2021 - Spring,ART367,Intermediate Photo - Color,17,1
2021 - Spring,ART358,Art Structure,17,1
2021 - Spring,GEOG472,China and Tibet,17,1
2021 - Spring,HIST368,Col. and Revolutionary America,17,1
2021 - Spring,HED405,School Health Programs,17,1
2021 - Spring,KINS456A,Fitness Assessment and Program,17,1
2021 - Spring,ART250,Beg Photography,18,1
2021 - Spring,INTL490,International Studies Capstone,18,1
2021 - Spring,CD354,Methods of Observation,18,1
2021 - Spring,COMM213,Interpersonal Communication,19,1
2021 - Spring,CHEM495,Undergraduate Research,19,1
2021 - Spring,WS320,Act To End Violence Seminar,20,1
2021 - Spring,ENST195,Topics In Nature and Culture,21,1
2021 - Spring,PSCI240,Into To Internat'l Relations,21,1
2021 - Spring,ENGR313,Systems Analysis,21,1
2021 - Spring,SOIL460,Forest and Range Soils Mgmt,21,1
2021 - Spring,WLDF464,Urban Wildlife Ecology,21,1
2021 - Spring,PSYC325,Adv Behavorial Neuroscience,21,1
2021 - Spring,ENST490,Env. St. Capstone Experience,22,1
2021 - Spring,PSCI350,The President and Congress,22,1
2021 - Spring,FILM475,Filmmaking IV,22,1
2021 - Spring,CS449,Computer Security,22,1
2021 - Spring,FISH335,U.S. and World Fisheries,22,1
2021 - Spring,WLDF111,Introduction To Wildlife,23,1
2021 - Spring,KINS460,Hpl Techniques,23,1
2021 - Spring,INTL387,Int'l Education Colloquium,24,1
2021 - Spring,ZOOL354,Herpetology,24,1
2021 - Spring,CD350,Life-Span Development,24,1
2021 - Spring,SED210,Early Fldwrk Exp In Schools,24,1
2021 - Spring,LSEE416,"Integ Art, La, Soc Studies II",24,1
2021 - Spring,LSEE414,Integ Elem Sci and Math Edu II,24,1
2021 - Spring,PSYC454,Interviewing and Counslng Tech,24,1
2021 - Spring,PSYC497,Mentoring,24,1
2021 - Spring,ANTH332,Forensic Anthropology,25,1
2021 - Spring,NAS366,Tribal Water Rights,25,1
2021 - Spring,MATH316,Real Analysis I,25,1
2021 - Spring,CD366,Exceptional Children and Famil,26,1
2021 - Spring,LSEE211,Developmental Literacy,26,1
2021 - Spring,GEOL306,General Geomorphology,27,1
2021 - Spring,LSEE316,Langarts For Elem School,29,1
2021 - Spring,AHSS201,"Evol, Creat,and Robot Apocalyp",30,1
2021 - Spring,COMM404,Theories of Comm Influence,31,1
2021 - Spring,KINS379,Exercise Physiology,34,1
2021 - Spring,CS328,Web Apps Using Databases,35,1
2021 - Spring,DANC303,Dance In World Cultures,36,1
2021 - Spring,ZOOL113,Human Physiology,36,1
2021 - Spring,WLDF422,Wildlife Mgmt (Mammals),36,1
2021 - Spring,LSEE475,Health and Physical Education,38,1
2021 - Spring,ART304,20th and 21st Century American,44,1
2021 - Spring,ART303,Global Contemporary Art,46,1
2021 - Spring,PSYC311,Human Development,46,1
2021 - Spring,FISH310,Ichthyology,49,1
2021 - Spring,PSYC323,Sensation and Perception,49,1
2021 - Spring,ART356,Museum and Gallery Practices,24,0
2021 - Spring,ART340,Intermediate Graphic Design,13,0
2021 - Spring,ART112,Scientific Drawing I,24,0
2021 - Spring,ART357C,Curr and Dev Thru Art Educ II,18,0
2021 - Spring,ART372,Web Media and Design,23,0
2021 - Spring,ART329,Advanced Painting,24,0
2021 - Spring,ART321,Intermediate Drawing,22,0
2021 - Spring,ART339,Advanced Photography,10,0
2021 - Spring,ART359,Advanced Ceramics,13,0
2021 - Spring,ART494,B.F.A. Practicum In Studio Art,16,0
2021 - Spring,COMM105,Intro To Human Communication,42,0
2021 - Spring,COMM490,Capstone Experience,18,0
2021 - Spring,COMM310,Adv Intrclgte Spch and Debate,13,0
2021 - Spring,COMM495,Field Experience In Speech Com,11,0
2021 - Spring,COMM480,Act To End Sexualized Violence,17,0
2021 - Spring,ENGL435,Issues In Esl and Efl,16,0
2021 - Spring,ENGL490,Senior Project Seminar,21,0
2021 - Spring,ENGL311,Environmental Writing,26,0
2021 - Spring,ENGL211,Intro Creative Writing,14,0
2021 - Spring,ENGL336,Multicultural Queer Narratives,15,0
2021 - Spring,ENST480,"Clim Chg,  Interdisc Perspectv",20,0
2021 - Spring,ENST295,Power and Priviledge and Envir,27,0
2021 - Spring,GSP416,Adv Cartography Design Seminar,15,0
2021 - Spring,GEOG469,Geography Field Experience,20,0
2021 - Spring,GSP330,Mobile Mapping,13,0
2021 - Spring,GEOG411,Senior Field Research,24,0
2021 - Spring,HIST395,Classroom Observation,12,0
2021 - Spring,HIST393,Imperial China,10,0
2021 - Spring,HIST324,The Arab-Israeli Conflict,10,0
2021 - Spring,JMC134,Photojournalism and Photoshop,10,0
2021 - Spring,JMC427,Advanced Multimedia Workshop,10,0
2021 - Spring,JMC322,Editing,13,0
2021 - Spring,MUS232,"Studio Percussion, Int.",11,0
2021 - Spring,MUS317,Ear Training IV,12,0
2021 - Spring,MUS107C,Calypso Band,21,0
2021 - Spring,MUS237,"Studio Guitar, Int.",13,0
2021 - Spring,MUS217,Ear Training II,14,0
2021 - Spring,MUS112,Piano I,11,0
2021 - Spring,MUS221,"Studio Voice, Int.",20,0
2021 - Spring,NAS301,Native American Literature,32,0
2021 - Spring,PHIL371,Contmpry Soc and Political Phi,13,0
2021 - Spring,PHIL345,"History of Phil,  China",12,0
2021 - Spring,PSCI376,Model United Nations,16,0
2021 - Spring,PSCI352,Water Politics,15,0
2021 - Spring,PSCI364,Technology and Development,18,0
2021 - Spring,PSCI482,Internship,11,0
2021 - Spring,PSCI377,Model United Nations II,25,0
2021 - Spring,SOC308M,Sociology of Altruism Majors,11,0
2021 - Spring,TA105,Acting I,11,0
2021 - Spring,TA307,Theatre of The Oppressed,16,0
2021 - Spring,FILM375,Filmmaking II,20,0
2021 - Spring,FILM350,Writing For Film,22,0
2021 - Spring,TA341,Theatre History II,22,0
2021 - Spring,FILM362,Social Change Digital Prod,27,0
2021 - Spring,FILM260,Film Festival,25,0
2021 - Spring,TA377,Kcactf,17,0
2021 - Spring,DANC488,Dance Performance Ensemble,19,0
2021 - Spring,SPAN347,"Boom"" of Latin American Novel",10,0
2021 - Spring,SPAN107,Spanish Level III,14,0
2021 - Spring,BIOL430,Intertidal Ecology,24,0
2021 - Spring,BOT330L,Plant Ecology Lab,33,0
2021 - Spring,BOT355,Lichens and Bryophytes,24,0
2021 - Spring,BOT322,Developmental Plant Anatomy,49,0
2021 - Spring,ZOOL476,Prin of Animal Development,22,0
2021 - Spring,ZOOL312,Human Physiology,30,0
2021 - Spring,BIOL440,Genetics Lab,22,0
2021 - Spring,CHEM435,Biochemistry II,22,0
2021 - Spring,CHEM362,Physical Chemistry II,18,0
2021 - Spring,CHEM485,Seminar In Chemistry,13,0
2021 - Spring,CHEM363,Physical Chemistry II Lab,11,0
2021 - Spring,CHEM435L,Biochemistry II Laboratory,19,0
2021 - Spring,ENGR305,Appropriate Technology,16,0
2021 - Spring,ENGR215,Intro To Design,17,0
2021 - Spring,ENGR351,Water Quality and Envrmtl Heal,20,0
2021 - Spring,ENGR416,Transport Phenomena,24,0
2021 - Spring,ENGR473,Building Energy Analysis,19,0
2021 - Spring,ENGR492,Capstone Design Project,14,0
2021 - Spring,ENGR440,Hydrology I,27,0
2021 - Spring,RRS370,Wildland Ecology Principles,10,0
2021 - Spring,FOR450,Harvesting Sys Design and Cost,13,0
2021 - Spring,SOIL465,Soil Microbiology,23,0
2021 - Spring,WSHD424,Watershed Hydrology,13,0
2021 - Spring,FOR170,"Conclave,  Logging Sprts Cmptn",25,0
2021 - Spring,FOR476,Advanced Forest Management,14,0
2021 - Spring,RRS420,Introduction To Animal Science,13,0
2021 - Spring,SOIL462,Soil Fertility,25,0
2021 - Spring,GEOL210,Earth Systems History,21,0
2021 - Spring,GEOL109,General Geology,27,0
2021 - Spring,GEOL475,Geology Field Camp,17,0
2021 - Spring,GEOL474,Volcanology,12,0
2021 - Spring,GEOL110,Field Geol of The Western Us,10,0
2021 - Spring,GEOL314,Optical Mineralogy-Petrography,10,0
2021 - Spring,GEOL486,Geology Research Methods,15,0
2021 - Spring,MATH361,Intro To Math Modeling (4) S.,17,0
2021 - Spring,OCN410,Zooplankton Ecology,16,0
2021 - Spring,PHYX495,Undergraduate Research,12,0
2021 - Spring,PHYX485,Physics Seminar,12,0
2021 - Spring,WLDF482,Wildlife Conclave,14,0
2021 - Spring,WLDF430,Ecol and Mgmt Wetland Habitats,14,0
2021 - Spring,BA304,Business Psychology,23,0
2021 - Spring,BA438,Applications In Entrepreneur,11,0
2021 - Spring,BA482,Internship,13,0
2021 - Spring,BA441,Retail Services Marketing,33,0
2021 - Spring,CD356,Curriculum Develop Early Child,19,0
2021 - Spring,CD255,Early Childhood Development,24,0
2021 - Spring,CD482,Directed Field Experience,14,0
2021 - Spring,CD352,Parent-Child Relationships,31,0
2021 - Spring,AIE335,Social  and Cultural Considera,28,0
2021 - Spring,ECON490,Capstone Experience,15,0
2021 - Spring,SED410,Observation and Participation,23,0
2021 - Spring,REC262,Beginning Scuba,18,0
2021 - Spring,PE157,Weight Training Ind and Beginn,43,0
2021 - Spring,REC481,Recreation Practicum,12,0
2021 - Spring,REC435,Geotourism,21,0
2021 - Spring,PE253,Pilates,50,0
2021 - Spring,KINS311,Concepts of Tchng Aquatics,13,0
2021 - Spring,KINS482,Internship In Kines On-Campus,14,0
2021 - Spring,KINS474,Psychology of Sport and Exerci,58,0
2021 - Spring,KINS456B,Fitness Assessment and Program,14,0
2021 - Spring,KINS480,Special Topics,18,0
2021 - Spring,REC430,Expedition Planning and Ldrshp,11,0
2021 - Spring,PE113,Archery Beginning,18,0
2021 - Spring,REC485,Senior Seminar-Majors,26,0
2021 - Spring,PE158,Strength Fitness,142,0
2021 - Spring,LSEE380L,Math Practicum At Elem School,11,0
2021 - Spring,LSEE333,Eng. Lang. and Biling. Dev.,27,0
2021 - Spring,LSEE313,Science For Elementary Educ,28,0
2021 - Spring,LSEE308,Alg and Geo and Data and Elem,35,0
2021 - Spring,PSYC495,Research In Psych,48,0
2021 - Spring,PSYC322,Learning and Motivation,50,0
2021 - Spring,PSYC487,Evolutionary Psychology,48,0
2021 - Spring,PSYC304,Business Psychology,23,0
2021 - Spring,SW455,Social Work Field Experience,67,0
2021 - Spring,SW456,Field Experience Seminar,67,0
2022 - Fall,BOT105,General Botany,417,117
2022 - Fall,SCI100,Becoming A Stem Professional,445,89
2022 - Fall,MATH1,Support For Math 101i,181,63
2022 - Fall,MATH101I,College Algebra Is,181,63
2022 - Fall,ENGL102,Composition and Rhetoric A,391,60
2022 - Fall,STAT109,Introductory Biostatistics,134,47
2022 - Fall,PSCI110,American Government,292,45
2022 - Fall,COMM100,Fund Speech Comm,298,43
2022 - Fall,CHEM109,General Chemistry,199,40
2022 - Fall,MATH102,Algebra and Elementary Functio,145,39
2022 - Fall,MATH101,College Algebra,167,38
2022 - Fall,BOT198,Bot 105 Supplemental Instruct,118,35
2022 - Fall,ENGL104,Accelerated Comp and Rhetoric,158,35
2022 - Fall,STAT108,Elementary Statistics,151,34
2022 - Fall,HIST111,U.S. History Since 1877,120,32
2022 - Fall,PE259,Yoga,146,28
2022 - Fall,NAS104,Intro To Nat American Studies,235,27
2022 - Fall,HIST110,U.S. History To 1877,114,26
2022 - Fall,BIOL105,Principles of Biology,143,26
2022 - Fall,ZOOL110,Introductory Zoology,94,24
2022 - Fall,BIOL180,Freshman Seminar,140,23
2022 - Fall,CRGS108,"Pwr and Privilege, gen and Rac",87,21
2022 - Fall,PSYC302,Psychology of Prejudice,94,21
2022 - Fall,MUS301,"Rock,  An American Music",97,21
2022 - Fall,SW101,Intro To Sw and Sw Institution,111,21
2022 - Fall,PSYC104,Intro Psychology,75,20
2022 - Fall,BIOL340,Genetics,137,20
2022 - Fall,GSP101,Geospatial Concepts,145,20
2022 - Fall,CHEM110,General Chemistry,101,19
2022 - Fall,MUS104,Intro To Music,66,18
2022 - Fall,BIOL102,Human Biology,69,18
2022 - Fall,CHEM228,Brief Organic Chemistry,71,18
2022 - Fall,MATH109,Calculus I,52,17
2022 - Fall,PHIL100,Logic,90,17
2022 - Fall,GSP270,Introduction To Gis,92,17
2022 - Fall,BOT350,Plant Taxonomy,100,17
2022 - Fall,CHEM198,Supplemental Instruction,117,17
2022 - Fall,CS111,Computer Science Foundations 1,66,16
2022 - Fall,RS300,Living Myths,83,16
2022 - Fall,ANTH104,Cultural Anthropology,88,16
2022 - Fall,PSYC100,Psych of Critical Thinking,90,16
2022 - Fall,PSYC109,Intro Psychological Statistics,46,15
2022 - Fall,PSYC303,Family Relations Contemp Soc,46,14
2022 - Fall,PSYC240,Understanding Research In Psyc,68,14
2022 - Fall,MATH105,Calculus and Bio Sci and Nat R,84,14
2022 - Fall,OCN109,General Oceanography,92,14
2022 - Fall,OCN109L,Gen Ocn Lab,92,14
2022 - Fall,FISH300,Intro To Fishery Biology,40,13
2022 - Fall,ANTH103,Biological Anthropology,80,13
2022 - Fall,SPAN106,Spanish Level II,36,12
2022 - Fall,BIOL102L,Human Biology Lab,41,12
2022 - Fall,CRIM125,Introduction To Cjs,42,12
2022 - Fall,GEOG105,Cultural Geography,48,12
2022 - Fall,PSYC473,Substance Use and Abuse,82,12
2022 - Fall,ANTH305,"Hum Ev Bio, Diversity, Health",94,12
2022 - Fall,SP117,College Seminar,74,11
2022 - Fall,GEOG300,Global Awareness,79,11
2022 - Fall,AHSS101,The Stories We Tell,89,11
2022 - Fall,BIOL198,Supplemental Instruction,40,10
2022 - Fall,STAT8,Support For Stat 108i,41,10
2022 - Fall,STAT108I,Elementary Statistics Is,41,10
2022 - Fall,ENGR115,Intro To Env Resources Engr,48,10
2022 - Fall,HED100,Sound Mind Sound Body,89,10
2022 - Fall,NAS200,Indian In Am Hist,102,10
2022 - Fall,ENGR496,F.E. (E.I.T.) Review,14,9
2022 - Fall,BIOL304,Human Genetics,47,9
2022 - Fall,MATH103,Contemporary Mathematics,48,9
2022 - Fall,BA370,Principles of Management,48,9
2022 - Fall,SP121S,Issues In Com. Volunteering,52,9
2022 - Fall,ES106,Intro To Black Studies,54,9
2022 - Fall,BA322,Business Analytics,58,9
2022 - Fall,BIOL104,General Biology,71,9
2022 - Fall,GEOL106,Earthquake Country,74,9
2022 - Fall,WSHD310,Hydrology and Watershed Mgmt,78,9
2022 - Fall,FOR210,Forest Measurements,79,9
2022 - Fall,PHYX315,Intro To Electronics,14,8
2022 - Fall,CRGS118,College Skills,21,8
2022 - Fall,SPAN105,Spanish Level I,25,8
2022 - Fall,PE125,Fencing Beginning,28,8
2022 - Fall,ENGL105,Introduction To Literature,31,8
2022 - Fall,FISH310,Ichthyology,32,8
2022 - Fall,SOC382,Intro To Social Research,33,8
2022 - Fall,BA250,Financial Accounting,34,8
2022 - Fall,ENGL110,Writing Lab,35,8
2022 - Fall,PHYX104,Descriptive Astronomy,35,8
2022 - Fall,GSP370,Intermediate Gis,37,8
2022 - Fall,FREN100,Enlgtmt and Pst-Colnlsm,38,8
2022 - Fall,ECON104,Contemporary Topics In Econ,40,8
2022 - Fall,JMC302,Mass Media and Popular Arts,41,8
2022 - Fall,MATH101T,Trigonometry,41,8
2022 - Fall,ART107,Beginning Printmaking,44,8
2022 - Fall,BA360,Principles of Finance,52,8
2022 - Fall,PHIL107,Intro To Philosophy,63,8
2022 - Fall,REC302,Inclusive Recreation,64,8
2022 - Fall,WLDF365,Ornithology I,66,8
2022 - Fall,WS107,"Women, Culture, History",67,8
2022 - Fall,ZOOL356,Mammalogy,71,8
2022 - Fall,PSYC324,Cognitive Psychology,94,8
2022 - Fall,MUS108K,Beginning Piano,24,7
2022 - Fall,CD109Y,Amer Sign Language Level I,24,7
2022 - Fall,MATH210,Calculus III,29,7
2022 - Fall,ES305,African American Cultural Hist,30,7
2022 - Fall,NAS307,Nature and Issues of Genocide,33,7
2022 - Fall,CS100,Critical Thinking W and  Compu,33,7
2022 - Fall,RS394,Orthodox Christian Weekend,37,7
2022 - Fall,KINS165,Foundations of Kinesiology,37,7
2022 - Fall,HED231,Basic Human Nutrition,39,7
2022 - Fall,ART301,Renaissance and Baroque Prints,45,7
2022 - Fall,BIOL350,Cell Biology,48,7
2022 - Fall,WLDF111,Introduction To Wildlife,52,7
2022 - Fall,ECON423,Environmental and Nr Economics,60,7
2022 - Fall,ES105,Intro To U.S. Ethnic Studies,61,7
2022 - Fall,ES107,Chican@ and Latin@ Lives,63,7
2022 - Fall,ART290,Beg Ceramics,68,7
2022 - Fall,PHYX106,"Col Phyx,  Mechanics and Heat",103,7
2022 - Fall,MATH110,Calculus II,19,6
2022 - Fall,PE119,Aerobics Beginning,19,6
2022 - Fall,PSYC198,Supplemental Instruction,19,6
2022 - Fall,PE192,Latin Dance,21,6
2022 - Fall,COMM414,Rhetorical Theory,24,6
2022 - Fall,TA336,Costume Design Stage and Scree,26,6
2022 - Fall,BIOL412,General Bacteriology,26,6
2022 - Fall,AHSS102,Humboldt Peoples and Places,29,6
2022 - Fall,PHIL306,"Race, Racism and Philosophy",29,6
2022 - Fall,HIST104,Western Civilization To 1650,33,6
2022 - Fall,SOC104,Introductory Sociology,38,6
2022 - Fall,REC252,"Diving 1st Aid, Hsu Div Intro",38,6
2022 - Fall,PSCI306,Environmental Politics,40,6
2022 - Fall,PSYC335,Social Psychology,41,6
2022 - Fall,ART104I,20th Century Art,43,6
2022 - Fall,PSYC322,Learning and Motivation,46,6
2022 - Fall,ART105B,Beginning Drawing,47,6
2022 - Fall,ART105C,Color and Design,47,6
2022 - Fall,ENST123,Green Building,50,6
2022 - Fall,AHSS180,Global Humboldt Seminar,52,6
2022 - Fall,BA340,Principles of Marketing,54,6
2022 - Fall,PSYC321,Intro Behavioral Neuroscience,63,6
2022 - Fall,WLDF210,Intro To Wldlfe Conserv and Ad,66,6
2022 - Fall,GEOG106,Physical Geography,67,6
2022 - Fall,ENGL103,Composition and Rhetoric B,84,6
2022 - Fall,RS105,World Religions,86,6
2022 - Fall,FREN105,French Level I,13,5
2022 - Fall,PE289,"Yoga, Advanced",17,5
2022 - Fall,JMC134,Photojournalism and Photoshop,18,5
2022 - Fall,ENGR325,Comp Mthds For Env Engnring II,21,5
2022 - Fall,TA340,Theatre History I,22,5
2022 - Fall,ENGR280,Green Building,22,5
2022 - Fall,KINS288,Foundations of Science In Kins,22,5
2022 - Fall,CHEM341,Quantitative Analysis,24,5
2022 - Fall,HIST210,Historical Methods,25,5
2022 - Fall,GERM306,Sex and Clss and Cltr Intrl Sh,25,5
2022 - Fall,FOR475,Forest Mgmt Decision Making,25,5
2022 - Fall,COMM105,Intro To Human Communication,29,5
2022 - Fall,NAS332,Environmental Justice,31,5
2022 - Fall,PHIL307,Philosophy of Law,33,5
