Year Term,Course Code,Course Title,Enrollment,Number Non-passing
2023 - Fall,PHIL355,Existentialism,21,0
2023 - Fall,PSCI317,Policy Process,13,0
2023 - Fall,PSCI414,Moot Court Competition,11,0
2023 - Fall,PSCI280,Core Discussion Seminar,11,0
2023 - Fall,PSCI305W,Food Politics,25,0
2023 - Fall,SOC306,The Changing Family,12,0
2023 - Fall,SOC225S,Social Issues and Action,12,0
2023 - Fall,CRIM455,"Policing Bodies,  Race and Rio",16,0
2023 - Fall,CRIM410,Criminology Theory,15,0
2023 - Fall,SOC310W,Sociological Theory,12,0
2023 - Fall,TA315,Acting In Comedy,13,0
2023 - Fall,DANC303,Dance In World Cultures,18,0
2023 - Fall,FILM378,Cinematography,18,0
2023 - Fall,DANC241,Hip-Hop Dance,17,0
2023 - Fall,DANC350,Dance Science,16,0
2023 - Fall,FILM478,Experimental Filmmaking,24,0
2023 - Fall,DANC389,Choreography Workshop,12,0
2023 - Fall,FILM415,Filmmaking III,22,0
2023 - Fall,DANC243,Tap Dance,11,0
2023 - Fall,TA387,Patterning For Costumeandcospl,12,0
2023 - Fall,DANC352,Bodyworks,13,0
2023 - Fall,TA328,Production Practicum,38,0
2023 - Fall,FILM350,Writing For Film,17,0
2023 - Fall,TA104,Story Through Word and Image,25,0
2023 - Fall,FREN340,La Musique Francophone Engagée,10,0
2023 - Fall,SPAN108,Level III Heritage Speakers,10,0
2023 - Fall,SP310,Interdisciplinary Inquiry,20,0
2023 - Fall,BIOL450,Cell Biology Lab,10,0
2023 - Fall,BIOL433,Microbial Ecology,16,0
2023 - Fall,ZOOL314,Invertebrate Zoology,39,0
2023 - Fall,BOT330L,Plant Ecology Lab,16,0
2023 - Fall,BOT310,General Plant Physiology,45,0
2023 - Fall,BIOL440,Genetics Lab,24,0
2023 - Fall,BIOL433D,Microbial Ecology Discussion,16,0
2023 - Fall,CHEM434,Biochemistry I,16,0
2023 - Fall,CHEM361,Physical Chemistry I,14,0
2023 - Fall,CHEM495,Undergraduate Research,13,0
2023 - Fall,CS211,Data Structures,37,0
2023 - Fall,ENGR205,Intro To Design,32,0
2023 - Fall,ENGR475,Renewable Energy Power Systems,15,0
2023 - Fall,ENGR410,Environ. Impact Assessment,17,0
2023 - Fall,ENGR331,Thermo and Energy Systems,25,0
2023 - Fall,ENGR492W,Capstone Design Project,11,0
2023 - Fall,ENGR416,Transport Phenomena,13,0
2023 - Fall,ENGR330,Mech and Science of Materials,17,0
2023 - Fall,ENGR322,Envrnmntl Data Modeling and An,23,0
2023 - Fall,FISH435,Ecology of Marine Fishes,27,0
2023 - Fall,FISH380,Techniques In Fishery Biology,16,0
2023 - Fall,FISH476,Ecology of Running Water,14,0
2023 - Fall,WSHD458,Climate Change and Land Use,24,0
2023 - Fall,SOIL363,Wetland Soils,24,0
2023 - Fall,SOIL360,Origin and Classification Soil,18,0
2023 - Fall,RRS430,Wildland Restoration and Devel,24,0
2023 - Fall,FOR170,"Conclave,  Logging Sprts Cmptn",74,0
2023 - Fall,GEOL312,Earth Materials,24,0
2023 - Fall,GEOL335,Geology Field Methods II,23,0
2023 - Fall,GEOL303,Earth Resourc and Glbl Env Chg,17,0
2023 - Fall,GEOL332,Sedimentary Geology,21,0
2023 - Fall,STAT323,Probability and Statistics,11,0
2023 - Fall,MATH371,Geometry,11,0
2023 - Fall,OCN310,Biological Oceanography,13,0
2023 - Fall,OCN260,Sampling Techniques and Fld St,24,0
2023 - Fall,OCN496,Field Cruise II,10,0
2023 - Fall,PHYX315,Intro To Electronics,16,0
2023 - Fall,PHYX495,Undergraduate Research,10,0
2023 - Fall,PHYX320,Modern Physics,15,0
2023 - Fall,WLDF468,Spatial Wildlife Ecology,11,0
2023 - Fall,WLDF309,Case Studies In Environ Ethics,24,0
2023 - Fall,WLDF482,Wildlife Conclave,10,0
2023 - Fall,WLDF460,Conservation Biology,45,0
2023 - Fall,WLDF422,Wildlife Mgmt (Mammals),44,0
2023 - Fall,BA450,Intermed. Financial Account. I,20,0
2023 - Fall,BA446,Marketing Research,25,0
2023 - Fall,BA453,Tax Accounting,25,0
2023 - Fall,BA449,Macromarketing,13,0
2023 - Fall,BA433,Service Venture Management,19,0
2023 - Fall,BA120,Business Essentials,23,0
2023 - Fall,CD362,Children and Stress,19,0
2023 - Fall,CD257,Supervised Work W and  Childre,23,0
2023 - Fall,CD467,Working With Cult Diverse Fam,15,0
2023 - Fall,CD354,Methods of Observation,19,0
2023 - Fall,CD251,"Chldrn, Families and Their Com",14,0
2023 - Fall,CD499,Asl Internship,10,0
2023 - Fall,CD469W,Contemp Issues In Child Devlpm,16,0
2023 - Fall,CD366,Exceptional Children and Famil,13,0
2023 - Fall,CD350,Life-Span Development,23,0
2023 - Fall,ECON470S,Sustainable Rural Econ Devlpmt,11,0
2023 - Fall,ECON210L,Supplemental Instruction,14,0
2023 - Fall,PE224,"Women's Rowing, Beginning",32,0
2023 - Fall,PE438,Intercollegiate Men's Soccer,11,0
2023 - Fall,KINS483,Eval Techniques of Kinesiology,38,0
2023 - Fall,KINS165,Foundations of Kinesiology,42,0
2023 - Fall,REC471,Scientific Diving,28,0
2023 - Fall,KINS379,Exercise Physiology,18,0
2023 - Fall,KINS460,Hpl Techniques,14,0
2023 - Fall,KINS385,Adapted Physical Education,38,0
2023 - Fall,HED342,Nutrition Athletic Performance,20,0
2023 - Fall,HED120,Rspnding To Emergencies-Cprfpr,30,0
2023 - Fall,REC383,Rescue Diver,15,0
2023 - Fall,PE456,Intercol Men and Wmn Track and,21,0
2023 - Fall,LSEE101,Foundations of Education,16,0
2023 - Fall,LSEE315,So Stud For Elementary Ed,20,0
2023 - Fall,LSEE212,Language and Literacy,16,0
2023 - Fall,LSEE443,Action Research I,20,0
2023 - Fall,LSEE377,Educ Exceptional Individuals,21,0
2023 - Fall,PSYC497,Mentoring,18,0
2023 - Fall,PSYC489S,Community Psychology,23,0
2023 - Fall,PSYC495,Research In Psych,32,0
2023 - Fall,SW455,Social Work Field Experience,37,0
2023 - Fall,SW456,Field Experience Seminar,37,0
2020 - Spring,COMM100,Fund Speech Comm,362,62
2020 - Spring,CHEM198,Supplemental Instruction,129,52
2020 - Spring,STAT109,Introductory Biostatistics,136,38
2020 - Spring,GSP101L,Geospatial Concepts Lab,182,37
2020 - Spring,BIOL340,Genetics,164,36
2020 - Spring,GSP101,Geospatial Concepts,182,36
2020 - Spring,HED400,Sound Mind-Sound Body,301,33
2020 - Spring,CHEM109,General Chemistry,167,31
2020 - Spring,BOT198,Bot 105 Supplemental Instruct,65,30
2020 - Spring,MATH101T,Trigonometry,119,28
2020 - Spring,SCI100,Becoming A Stem Professional,83,27
2020 - Spring,CHEM110,General Chemistry,134,26
2020 - Spring,PHIL100,Logic,127,25
2020 - Spring,HIST111,U.S. History Since 1877,152,24
2020 - Spring,PE259,Yoga,173,24
2020 - Spring,BIOL102,Human Biology,76,23
2020 - Spring,MATH105,Calculus and Bio Sci and Nat R,92,23
2020 - Spring,BOT105,General Botany,199,23
2020 - Spring,PSCI110,American Government,380,23
2020 - Spring,STAT108,Elementary Statistics,112,22
2020 - Spring,BIOL340L,Genetics Laboratory,141,22
2020 - Spring,BIOL105,Principles of Biology,207,22
2020 - Spring,MATH109,Calculus I,84,21
2020 - Spring,RS394,Orthodox Christian Weekend,94,21
2020 - Spring,CHEM107,Fundamentals of Chemistry,144,21
2020 - Spring,MATH101,College Algebra,57,20
2020 - Spring,BIOL198,Supplemental Instruction,53,19
2020 - Spring,NAS306,Native People of North America,71,19
2020 - Spring,PE196,Swing Dance,34,17
2020 - Spring,PSYC241,Intro Psych Statistics,42,17
2020 - Spring,PE146,Fitness Swimming Beginning,47,17
2020 - Spring,MATH102,Algebra and Elementary Functio,50,17
2020 - Spring,GSP270,Introduction To Gis,116,17
2020 - Spring,WLDF301,Principles of Wldlfe Mngmnt,63,16
2020 - Spring,GEOG106,Physical Geography,80,16
2020 - Spring,MUS104,Intro To Music,91,16
2020 - Spring,ZOOL356,Mammalogy,73,15
2020 - Spring,PE192,Latin Dance,32,14
2020 - Spring,MATH104,Finite Mathematics,41,14
2020 - Spring,CS112,Computer Science Foundations 2,28,13
2020 - Spring,FOR131,Forest Ecology,62,13
2020 - Spring,PSYC311,Human Development,94,13
2020 - Spring,PSYC400,Health Psychology,97,13
2020 - Spring,PHYX303,Life In The Universe,118,13
2020 - Spring,ENGL103,Composition and Rhetoric B,323,13
2020 - Spring,SOC382,Intro To Social Research,45,12
2020 - Spring,ECON210,Principles of Economics,66,12
2020 - Spring,ART290,Beg Ceramics,72,12
2020 - Spring,ENGL104,Accelerated Comp and Rhetoric,109,12
2020 - Spring,ENST123,Green Building,38,11
2020 - Spring,BOT359,Ascomycetes and Basidiomycetes,44,11
2020 - Spring,BIOL350,Cell Biology,45,11
2020 - Spring,SOC282L,Sociological Statistics Lab,63,11
2020 - Spring,SW101,Intro To Sw and Sw Institution,97,11
2020 - Spring,PSYC104,Intro Psychology,101,11
2020 - Spring,NAS104,Intro To Nat American Studies,188,11
2020 - Spring,CS111,Computer Science Foundations 1,25,10
2020 - Spring,PE289,"Yoga, Advanced",33,10
2020 - Spring,ENGR322,Envrnmntl Data Modeling and An,35,10
2020 - Spring,PSYC240,Understanding Research In Psyc,35,10
2020 - Spring,PSYC242,Intro Psych Research Design,46,10
2020 - Spring,BOT372,Evolution Morphology of Plants,48,10
2020 - Spring,ENGL102,Composition and Rhetoric A,63,10
2020 - Spring,ECON104,Contemporary Topics In Econ,65,10
2020 - Spring,GSP216,Introduction To Remote Sensing,75,10
2020 - Spring,PSYC302,Psychology of Prejudice,96,10
2020 - Spring,MUS301,"Rock,  An American Music",129,10
2020 - Spring,ES106,Intro To Black Studies,24,9
2020 - Spring,BIOL102L,Human Biology Lab,37,9
2020 - Spring,MATH110,Calculus II,59,9
2020 - Spring,FILM102,Intro Radio and Tv and Film,65,9
2020 - Spring,PHIL302,Environmental Ethics,70,9
2020 - Spring,ANTH104,Cultural Anthropology,72,9
2020 - Spring,COMM103,Critical Listening and Thinkin,73,9
2020 - Spring,BA222,Intro. Business Analytics,85,9
2020 - Spring,GEOL106,Earthquake Country,96,9
2020 - Spring,PSCI410,American Constitutional Law,22,8
2020 - Spring,MATH1,Support For Math 101i,23,8
2020 - Spring,MATH101I,College Algebra Is,23,8
2020 - Spring,SPAN107,Spanish Level III,34,8
2020 - Spring,PSCI306,Environmental Politics,38,8
2020 - Spring,GSP370,Intermediate Gis,46,8
2020 - Spring,BA105,Critical Thinking In Org.,61,8
2020 - Spring,WSHD310,Hydrology and Watershed Mgmt,63,8
2020 - Spring,WS107,"Women, Culture, History",68,8
2020 - Spring,PSYC100,Psych of Critical Thinking,93,8
2020 - Spring,HIST110,U.S. History To 1877,104,8
2020 - Spring,ART301,Renaissance and Baroque Prints,120,8
2020 - Spring,CS211,Data Structures,21,7
2020 - Spring,PE138,Self Defense,21,7
2020 - Spring,ENGR326,Comp Mthds For Env Eng III,26,7
2020 - Spring,ECON305,Internat'l Econ and Globalizat,26,7
2020 - Spring,OCN109,General Oceanography,30,7
2020 - Spring,PHIL307,Philosophy of Law,32,7
2020 - Spring,ENGR325,Comp Mthds For Env Engnring II,33,7
2020 - Spring,HED344,Weight Control,33,7
2020 - Spring,BA106D,Adv. Sustainability-Add.Depth,39,7
2020 - Spring,MATH103,Contemporary Mathematics,42,7
2020 - Spring,ART251,Beginning Digital Photography,44,7
2020 - Spring,BA250,Financial Accounting,44,7
2020 - Spring,BOT356,Phycology,45,7
2020 - Spring,ANTH339,Evolutionary Medicine,47,7
2020 - Spring,PSYC336,Social Influence and Persuasio,49,7
2020 - Spring,ART103A,Survey of Art History I,63,7
2020 - Spring,SOC302,Forests and Culture,64,7
2020 - Spring,PSYC335,Social Psychology,67,7
2020 - Spring,PSYC324,Cognitive Psychology,75,7
2020 - Spring,BA370,Principles of Management,87,7
2020 - Spring,FILM306,Art of Film and 1950 To Presen,88,7
2020 - Spring,BA332,Intermed Business Stats,20,6
2020 - Spring,ANTH318,Ethnography,21,6
2020 - Spring,MATH253,Discrete Mathematics,23,6
2020 - Spring,SED210,Early Fldwrk Exp In Schools,23,6
2020 - Spring,PE263,Intermediate Yoga,23,6
2020 - Spring,CS100,Critical Thinking W and  Compu,24,6
2020 - Spring,ES310,U.S. and Mexico Border,28,6
2020 - Spring,OCN109L,Gen Ocn Lab,30,6
2020 - Spring,AHSS103,"Your Voice, Your Story",33,6
2020 - Spring,RS301,Religion In America,36,6
2020 - Spring,JMC305,Internat'l Mass Communication,37,6
2020 - Spring,PSYC454,Interviewing and Counslng Tech,46,6
2020 - Spring,SPAN106,Spanish Level II,49,6
2020 - Spring,ANTH302,Anthropology of Religion,50,6
2020 - Spring,BA360,Principles of Finance,56,6
2020 - Spring,ECON309,The Econ of A Sustainable Soc,58,6
2020 - Spring,ART303,Global Contemporary Art,64,6
2020 - Spring,SOC104,Introductory Sociology,64,6
2020 - Spring,RRS306,Wildland Resource Principles,67,6
2020 - Spring,FOR331,Silvics-Fndtion of Silviclture,68,6
2020 - Spring,PSYC300,Psychology of Women,73,6
2020 - Spring,SOIL260,Introduction To Soil Science,88,6
2020 - Spring,SP121S,Issues In Com. Volunteering,100,6
2020 - Spring,PE144,Stretch and Relaxation Techniq,103,6
2020 - Spring,NAS200,Indian In Am Hist,143,6
2020 - Spring,MATH4,Support For Math 104i,15,5
2020 - Spring,MATH104I,Finite Math Is,15,5
2020 - Spring,MATH316,Real Analysis I,16,5
2020 - Spring,ES245,Hip Hop and The Black Experien,17,5
2020 - Spring,OCN330,Chemical Oceanography,17,5
2020 - Spring,BA379,Business Plan Development,17,5
2020 - Spring,COMM322,Intercult Communication,19,5
2020 - Spring,JMC154,Radio Production,21,5
2020 - Spring,CRGS330,Women of Color Feminisms,23,5
2020 - Spring,SED410,Observation and Participation,23,5
2020 - Spring,AHSS108,"Nature, Culture, and Food",24,5
2020 - Spring,ENGL120,Intro To English Major,27,5
2020 - Spring,ENGR333,Fluid Mechanics,29,5
2020 - Spring,COMM105,Intro To Human Communication,30,5
2020 - Spring,CD255,Early Childhood Development,30,5
2020 - Spring,SOC372,Proseminar,31,5
2020 - Spring,PHIL104,Asian Philosophy,32,5
2020 - Spring,ART304,20th and 21st Century American,33,5
2020 - Spring,SOC330,Social Deviance,36,5
2020 - Spring,ES105,Intro To U.S. Ethnic Studies,40,5
2020 - Spring,ENGR330,Mech and Science of Materials,40,5
2020 - Spring,BA441,Retail Services Marketing,43,5
2020 - Spring,OCN304,Resources of The Sea,47,5
2020 - Spring,PSCI230,Intro To Cmprtive Politics,48,5
2020 - Spring,BA210,Legal Environment of Business,53,5
2020 - Spring,FISH300,Intro To Fishery Biology,63,5
2020 - Spring,RS105,World Religions,64,5
2020 - Spring,PHIL107,Intro To Philosophy,66,5
2020 - Spring,CHEM228,Brief Organic Chemistry,74,5
2020 - Spring,CS309,Computers and Social Change,91,5
2020 - Spring,ZOOL110,Introductory Zoology,99,5
2020 - Spring,CRGS108,"Pwr and Privilege, gen and Rac",113,5
2020 - Spring,NAS365,Federal Indian Law II,11,4
2020 - Spring,PE125,Fencing Beginning,11,4
2020 - Spring,ENGL336,Multicultural Queer Narratives,15,4
2020 - Spring,TA415,Von Humboldt Project Dvlpmt,16,4
2020 - Spring,REC220,Leisure Programming,16,4
2020 - Spring,HIST394,History Conference,17,4
2020 - Spring,MATH313,Ordinary Differential Equation,17,4
2020 - Spring,HIST210,Historical Methods,18,4
2020 - Spring,STAT8,Support For Stat 108i,18,4
2020 - Spring,MATH241,Elements of Linear Algebra,19,4
2020 - Spring,STAT108I,Elementary Statistics Is,19,4
2020 - Spring,PHYX198,Supplemental Instr.Physics 106,19,4
2020 - Spring,HIST374,Contemporary U.S. 1929-Present,20,4
2020 - Spring,MUS110,Fundamentals of Music,20,4
2020 - Spring,GSP318,Geospatial Programming I,21,4
2020 - Spring,CS232,Python Programming,21,4
2020 - Spring,PE112,Aikido Beginning,21,4
2020 - Spring,CS212,Algorithms,22,4
2020 - Spring,ECON210L,Supplemental Instruction,22,4
2020 - Spring,CRGS321,Trans* Lives and Theory,23,4
2020 - Spring,CRIM225S,Inequalities and Crime,23,4
2020 - Spring,ENST195,Topics In Nature and Culture,24,4
2020 - Spring,CRIM410,Criminology Theory,26,4
2020 - Spring,ENGR225,Comp Methds For Env Engrng I,27,4
2020 - Spring,ANTH330,Method and Theory In Bioanth,28,4
2020 - Spring,ENST120,Intro Seminar In Env. Studies,29,4
2020 - Spring,REC345,Environmental Education,30,4
2020 - Spring,ENGL225,Intro To Language Analysis,31,4
2020 - Spring,ENGR211,Solid Mechanics Dynamics,32,4
2020 - Spring,SOC320,Social Ecology,33,4
2020 - Spring,GEOL109,General Geology,33,4
2020 - Spring,KINS447,Pharmacology and Ergogenic Aid,35,4
2020 - Spring,PHIL309B,"Perspectives, hum,sci,soc Sci",36,4
2020 - Spring,CD209,Middle Childhood Development,36,4
2020 - Spring,REC420,Legal and Fin Aspects Recreati,36,4
2020 - Spring,ART103B,Survey of Art History II,38,4
2020 - Spring,REC302,Inclusive Recreation,38,4
2020 - Spring,ENST480,"Clim Chg,  Interdisc Perspectv",39,4
2020 - Spring,GEOL308,Natural Disasters,42,4
2020 - Spring,BIOL304,Human Genetics,44,4
2020 - Spring,BIOL104,General Biology,47,4
2020 - Spring,ECON323,Economic History of The U.S.,47,4
2020 - Spring,GEOG301,Intnl Envir Issues and Glbalza,49,4
2020 - Spring,ANTH103,Biological Anthropology,50,4
2020 - Spring,ZOOL270,Human Anatomy,50,4
2020 - Spring,MUS302,Music In World Culture,51,4
2020 - Spring,PSYC487,Evolutionary Psychology,53,4
2020 - Spring,CHEM323,Nmr Techniques,54,4
2020 - Spring,COMM300,American Public Discourse,58,4
2020 - Spring,KINS474,Psychology of Sport and Exerci,61,4
2020 - Spring,ART104J,Art In The United States,63,4
2020 - Spring,WLDF311,Wildlife Techniques,63,4
2020 - Spring,KINS492,Senior Seminar In Kinesiology,65,4
2020 - Spring,ZOOL310,Animal Physiology,66,4
2020 - Spring,BIOL307,Evolution,74,4
2020 - Spring,FOR130,Dendrology,74,4
2020 - Spring,WLDF210,Intro To Wldlfe Conserv and Ad,75,4
2020 - Spring,BA340,Principles of Marketing,77,4
2020 - Spring,PHYX106,"Col Phyx,  Mechanics and Heat",110,4
2020 - Spring,JMC134,Photojournalism and Photoshop,11,3
2020 - Spring,ENGL215,Info Lit and Writers Seminar,13,3
2020 - Spring,BA450,Intermed. Financial Account. I,13,3
2020 - Spring,ART367,Intermediate Photo - Color,15,3
2020 - Spring,HIST371,Civil War and Reconstruction,15,3
2020 - Spring,CS480,Mobile Apps,15,3
2020 - Spring,CS480L,Mobile Apps,15,3
2020 - Spring,WS370,Queer Women's Lives,16,3
2020 - Spring,ENGL105,Introduction To Literature,16,3
2020 - Spring,ENGL107,Critical Writing,16,3
2020 - Spring,HIST490,Senior Seminar In History,16,3
2020 - Spring,SOC492,Senior Project,16,3
2020 - Spring,PHYX315,Intro To Electronics,16,3
2020 - Spring,ES325,Civil Rights Black Power,17,3
2020 - Spring,PHIL346,Philosophies of India,18,3
2020 - Spring,OCN260,Sampling Techniques and Fld St,18,3
2020 - Spring,PSCI330,"Pol. Regimes and Change,  Afri",19,3
2020 - Spring,MATH215,Multivariate Calc and Biosci a,19,3
2020 - Spring,PHYX210,General Physics B,19,3
2020 - Spring,ANTH482,Anthropology Internship,20,3
2020 - Spring,ENGL360,Lawandlit of Slavery andresist,20,3
2020 - Spring,ENGR313,Systems Analysis,21,3
2020 - Spring,ART250,Beg Photography,23,3
2020 - Spring,COMM108,Oral Interpretation,23,3
2020 - Spring,MATH301,"Math and Cult, An Hist Perspct",23,3
2020 - Spring,PHYX320,Modern Physics,23,3
2020 - Spring,CD109Y,Amer Sign Language Level I,23,3
2020 - Spring,PSCI327,Radical Political Thought,24,3
2020 - Spring,HIST339,Modern Japanese History,25,3
2020 - Spring,WLDF478,Ecology Wildlife Populations,27,3
2020 - Spring,HED231,Basic Human Nutrition,27,3
2020 - Spring,PSCI303,Third World Politics,28,3
2020 - Spring,FOR100,"Crit Thnkng, soc and Env Respo",28,3
2020 - Spring,REC485,Senior Seminar-Majors,28,3
2020 - Spring,ART104K,"Africa,oceania, The Americas",29,3
2020 - Spring,NAS332,Environmental Justice,29,3
2020 - Spring,CRIM125,Introduction To Cjs,29,3
2020 - Spring,PSCI313,Politics of Criminal Justice,30,3
2020 - Spring,ENGR351,Water Quality and Envrmtl Heal,31,3
2020 - Spring,KINS483,Eval Techniques of Kinesiology,33,3
2020 - Spring,ANTH306,Cultures of The Far West U.S.,35,3
2020 - Spring,ART282,Jewelry and Small Metals I,36,3
2020 - Spring,TA480,History of Costume,38,3
2020 - Spring,BA106,Advocating For Sustainability,38,3
2020 - Spring,ANTH105,Archaeology and World Prehisto,39,3
2020 - Spring,CRIM325,Law and Society,39,3
2020 - Spring,CHEM324L,Organic Chemistry I Laboratory,39,3
2020 - Spring,JMC120,Beginning Reporting,40,3
2020 - Spring,PSCI160,California Institutions,41,3
2020 - Spring,ZOOL314,Invertebrate Zoology,42,3
2020 - Spring,CS328,Web Apps Using Databases,42,3
2020 - Spring,FOR223,Introduction To Wildland Fire,48,3
2020 - Spring,PSYC418,Developmental Psychopathology,48,3
2020 - Spring,PSYC337,Personality Theory and Researc,48,3
2020 - Spring,PSYC480,"Death, Dying, and Grief",49,3
2020 - Spring,PSYC322,Learning and Motivation,50,3
2020 - Spring,CHEM325L,Organic Chemistry II Lab,55,3
2020 - Spring,FOR365,Forest Financial Administratio,62,3
2020 - Spring,PSYC321,Intro Behavioral Neuroscience,64,3
2020 - Spring,FOR311,Forest Mensuration and Growth,65,3
2020 - Spring,PE253,Pilates,125,3
2020 - Spring,COMM213,Interpersonal Communication,10,2
2020 - Spring,MUS215,Theory II,10,2
2020 - Spring,HIST109B,Modern Latin America,11,2
2020 - Spring,PHIL480,Philosophical Methods,11,2
2020 - Spring,ECON305D,Intl Econ and Global-Addl Dept,11,2
2020 - Spring,HIST353,"England, 19th and 20th Centuri",13,2
2020 - Spring,CHEM435L,Biochemistry II Laboratory,13,2
2020 - Spring,PSCI295,Political Research and Analysi,14,2
2020 - Spring,ENGR210,Solid Mechanics Statics,14,2
2020 - Spring,HED405,School Health Programs,14,2
2020 - Spring,CRGS485,Senior Portfolio,15,2
2020 - Spring,JMC125,Intro To Journalism Tools,15,2
2020 - Spring,ECON310,Intmed Microtheory and Strateg,15,2
2020 - Spring,ANTH485,Grad School Prep,16,2
2020 - Spring,CRGS430,Queer Across Cultures,16,2
2020 - Spring,SOC411,Popular Culture,16,2
2020 - Spring,CRGS360,"Race, Gender and Us Law",17,2
2020 - Spring,CRGS313,Community Activism,17,2
2020 - Spring,ENGL311,Environmental Writing,17,2
2020 - Spring,SOC310,Sociological Theory,17,2
2020 - Spring,RS330,Introduction To Judaism,18,2
2020 - Spring,SPAN396,International Latino Film Sem.,18,2
2020 - Spring,GEOL334,Structural Geology,18,2
